pid|manufacturer|group|content|unit|pharmForm|genericProduct|salesIndex|category|campaignIndex|rrp
492|177|2FOI|20|ML|TRO|0|40|||27.28
493|177|2FOI|20|ML|TRO|0|40|129||27.28
494|177|2FOI|20|ML|TRO|0|40|||27.28
495|177|2FOI|20|ML|TRO|0|40|129||27.28
496|177|2FOI|20|ML|TRO|0|40|129||27.28
497|177|2FOI|20|ML|TRO|0|40|||27.28
498|177|2FOI|20|ML|TRO|0|40|129||27.28
499|177|2FOI|20|ML|TRO|0|40|129||27.28
500|177|2FOI|20|ML|TRO|0|40|129||27.28
501|177|2FOI|20|ML|TRO|0|40|129||27.28
502|177|2FOI|20|ML|TRO|0|40|129||27.28
503|177|2FOI|20|ML|TRO|0|40|||27.28
504|177|2FOI|20|ML|TRO|0|40|129||27.28
505|177|2FOI|20|ML|TRO|0|40|||27.28
506|177|2FOI|20|ML|TRO|0|40|||27.28
507|177|2FOI|20|ML|TRO|0|40|129||27.28
508|177|2FOI|20|ML|TRO|0|40|129||27.28
509|102|1DOI4FOT|6|ML|ATR|0|40|130|C|12.27
510|178|10IJ0F|50|ST|KAP|0|40|131||13.85
511|179|18OI0EOI|10|ST|FTA|1|40|50||2.97
512|179|18OI0EOI|20|ST|FTA|1|40|50||4.35
513|101|21OK4|40|ML|TRO|0|52|1||6.07
514|101|21OK4|80|ML|TRO|0|52|1||10.33
515|101|21OK4|160|ML|TRO|0|52|1||17.59
516|180|22OI2|200|ML||0|53|||8.53
517|181|2FOI|20|ST|TAB|0|40|132||8.12
518|1|2FOI|20|ML|DSS|0|40|133||6.60
519|1|2FOI|50|ML|DIL|0|40|133||13.20
520|89|22OI3|15|ML|CRE|0|53|54||25.80
521|182|2FOI|1X30|ML|TRO|0|40|23||9.85
522|182|2FOI|1X100|ML|TRO|0|40|23||19.58
523|90|1EOT0E|500|ML|LOE|0|53|56||9.20
524|90|1EOT0E|1000|ML|LOE|0|53|56||15.85
525|155|22OI3|15|ML|GEL|0|53|||20.46
526|155|22OI3|40|ML|CRE|0|53|29||17.71
527|183|21OI2|4X200|ML|FLU|0|53|134||15.48
528|183|21OI2|4X200|ML|FLU|0|53|134||15.48
529|184|20OZ2|30|ST||0|53|79||40.77
530|14|22OI3|5|ML|CRE|0|53|135||24.20
531|14|22OI3|5|ML|CRE|0|53|136||24.20
532|172|21OK3|14|ST|GRA|0|53|57||7.29
533|185|1DOIF0|70|ML|SUS|0|53|137||13.14
534|37|1COZ00OJ|24|ST|LUT|0|52|138|B|5.50
535|152|13OX02|50|ML|SPR|0|53|90||7.13
536|186|20OHG|1|P||0|53|9||86.90
537|88|22OIF|200|ML|XHS|0|53|109||13.75
538|88|22OIF|30|ML|Xhs|0|53|139||4.18
539|19|21OJ0|150|G||0|53|26||2.52
540|19|21OJ0|150|G||0|53|26||2.52
541|187|23|750|ML|SPR|0|53|140||14.55
542|149|22OI3|500|ML|GEL|0|53|25||10.66
543|24|19OZ1ESI|20|ST|TAB|0|40|50||3.84
544|188|20OZ2|10|ST||0|53|||15.84
545|48|22OI2|150|ML|OEL|0|53|76||15.95
546|154|22OI3|10|ML|OEL|0|53|10||2.25
547|14|22OI3|10|ML|CRE|0|53|54||24.20
548|14|22OI3|10|ML|CRE|0|53|54||24.20
549|189|14OH1F|20|ST|FBE|0|52|80||4.24
550|123|21OIG|200|ST|TAB|0|53|27||25.08
551|190|2FOI|50|ML|TRO|0|40|||12.01
552|31|22OI3|250|ML|EMU|0|53|||9.46
553|191|20OH7|1|ST||0|53|141||18.69
554|192|22OZ0|12|ST|ZBU|0|53|142||7.49
555|192|22OZ0|12|ST|ZBU|0|53|||7.49
556|192|22OZ0|12|ST|ZBU|0|53|142||7.49
557|46|22OZ1|500|ML||0|53|143||6.00
558|46|22OZ1|500|ML|LOE|0|53|36||7.43
559|42|21OKG|100|ST|KAP|0|53|3||27.50
560|46|22OZ1|75|ML|ZPA|0|53|36||4.28
561|193|2FOZ|1|ST||0|53|118||3.63
562|103|20OH3|1|ST|KAN|0|53|87||2.55
563|103|20OH3|1|ST||0|53|87||2.55
564|194|20OZ1|20|ST||0|53|79||6.82
565|103|20OH3|1|ST|KAN|0|53|87||2.55
566|103|20OH3|1|ST|KAN|0|53|87||2.55
567|103|20OH3|1|ST|KAN|0|53|144||2.55
568|37|22OJ|100|ML|SPR|0|53|145|A|11.95
569|103|20OH3|1|ST|KAN|0|53|||2.55
570|195|21OKG|30|ST|KAP|0|53|105||39.27
571|196|21OKG|1|P|KPG|0|53|146||71.72
572|177|2FOI|20|ML|TRO|0|40|129||27.28
573|177|2FOI|20|ML|TRO|0|40|||27.28
574|197|2FOI|100|ST|TAB|0|40|147||12.87
575|198|2FOI|100|ST|TAB|0|40|148||15.29
576|115|14OH1F|100|G|TEE|0|52|||10.96
577|199|22OI3|100|ML|CRE|0|53|||13.20
578|199|22OIF|30X3|ML|LOE|0|53|||57.15
579|105|1COI02OZ|5|ML|NAS|0|40|149|C|9.85
580|200|1DOI4FOS|20X0.4|ML|ATR|0|40|130|C|26.95
581|200|1DOI4FOS|50X0.4|ML|ATR|0|40|130|C|50.55
582|201|21OK3|60|ST|TAB|0|53|150||6.60
583|201|21OK1|60|ST|TAB|0|53|150||6.93
584|39|22OI4|1|ST|STI|0|53|78||3.95
585|202|2FOI|50|ML|TRO|0|40|129||25.29
586|112|21OKG|180|ST|KAP|0|53|75||65.95
587|155|13OX05OK|10|ST|TAB|0|40|121||10.32
588|203|19OI1FOI|100|ML|SPR|0|53|14||7.99
589|18|11OK00OK|20|ST|BTA|0|40|53||6.19
590|47|21OI2|6X4X200|ML|LOE|0|53|37||114.84
591|18|10IZ21OI|20|ST|BTA|0|40|151||9.09
592|163|20OHG|1|ST||0|53|102||40.65
593|163|20OHG|1|ST||0|53|102||40.65
594|163|20OHG|1|ST||0|53|102||40.65
595|60|2FOZ|50|ML|TRO|0|40|74||21.91
596|163|20OHG|1|ST||0|53|86||4.15
597|163|20OHG|1|ST||0|53|66||3.94
598|163|20OHG|1|ST||0|53|86||3.06
599|105|20OI3|10|ST|PFL|0|53|12||7.48
600|204|20OHG|100|ST|TTR|0|53|51||13.09
601|89|22OIE|75|ML|CRE|0|53|84||10.76
602|18|10OT30OK|10|ST|BTA|0|40|152||4.98
603|205|21OK3|30|ST|KAP|0|53|3||13.14
604|198|2FOI|50|ML|TRO|0|40|153||14.63
605|206|22OI9|50|ML|OEL|0|53|90||15.95
606|141|19OS28OQ|90|ST|DRA|0|52|9||36.67
607|207|22OI4|5|ML|BAL|0|53|78||4.72
608|47|21OI2|6X4X200|ML|LOE|0|53|37||114.84
609|208|2FOI|100|ML|TRO|0|40|23||25.19
610|209|18OI0EOI|100|ML|SAF|1|40|101||5.37
611|210|21OS0|100|G||0|53|154||3.29
612|211|20OH0|1|ST|Ban|0|53|||25.41
613|173|22OK2|2|ST||0|53|||2.11
614|173|22OK2|2|ST||0|53|108||2.71
615|173|22OK2|2|ST||0|53|108||2.51
616|212|20OI3|1|ST|PFL|0|53|155||34.72
617|177|2FOI|20|ML|TRO|0|40|129||27.28
618|213|14OH1F|120|ST|FTA|0|40|100||46.97
619|195|10IJ|100|ML|LOE|0|40|1||53.83
620|47|21OI2|6X4X200|ML|LOE|0|53|37||114.84
621|214|22OI7|50|ML|STI|0|53|40||11.72
622|215|1DOIF0ZO|1|ST|KPG|0|53|156||24.95
623|17|2FOI|100|ML|TRO|0|40|17||30.03
624|40|21OJ0|95|G|BON|0|53|26||3.25
625|9|22OI9|5|ML||0|53|10||5.72
626|47|21OI2|6X4X200|ML|LOE|0|53|37||114.84
627|60|2FOZ|50|ML|FLU|0|40|46||18.56
628|60|2FOZ|25|G|GEL|0|40|46|A|9.19
629|60|2FOZ|25|G|SAL|0|40|46||11.07
630|216|22OIK|500|G|PUL|0|53|76||16.28
631|217|22OIF|250|ML|SHA|0|53|||6.59
632|176|1COSF|20|G|CRE|0|40|157|B|5.23
633|218|20OI0|5|ST|KOM|0|53|158||4.94
634|219|22OIE|100|ML|BAL|0|53|84||6.82
635|211|20OH0|1|ST|Ban|0|53|||25.41
636|105|10OI01OQ|20|G|GEL|0|40|159||7.29
637|105|10OI01OQ|40|G|GEL|0|40|159||12.38
638|177|2FOI|20|ML|TRO|0|40|129||27.28
639|220|12OS10OK|100|G|GEL|0|40|4||16.72
640|220|12OS10OK|100|G|SAL|0|40|4||16.72
641|54|19OI11ZO|30|G|CRE|0|40|12||38.62
642|84|20OHE|1|ST||0|53|160||31.74
643|221|22OI9|10|ML|OEL|0|53|161||8.69
644|221|22OI9|30|ML|OEL|0|53|161||16.39
645|222|10OK0FIK|4X30|ML|SUS|0|40|11||35.42
646|62|22OI3|525|ML|CRE|0|53|29||39.38
647|32|22OZ0|8|ST|ZBU|0|53|162||38.49
648|24|1COJ00OZ|20|ST|TAB|1|40|48||3.59
649|141|21OK3|30|ST|TAB|0|53|3||13.85
650|156|19OJ3FOZ|100|ST|FTA|0|40|163||26.39
651|156|19OJ3FOZ|200|ST|FTA|0|40|163||46.18
652|192|22OZ0|1|ST||0|53|142||7.11
653|177|2FOI|20|ML|TRO|0|40|129||27.28
654|177|2FOI|20|ML|TRO|0|40|129||27.28
655|55|21OKG|80|ST|KAP|0|53|||21.89
656|17|2FOI|10|ST|AMP|0|40|81||18.94
657|223|21OKG|60|ST|KAP|0|53|3||30.25
658|47|21OI2|24X200|ML|LOE|0|53|37||121.44
659|224|2FOI|100|ML|TRO|0|40|23||32.01
660|222|10OZ03OI|20|ST|KTA|0|40|5||5.50
661|222|10OZ03OI|100|ST|KTA|0|40|5||20.75
662|41|22OI3|100|ML|SAL|0|53|8||13.75
663|225|22OZ0|1|ST||0|53|142||7.69
664|223|21OKG|180|ST|KAP|0|53|3||87.83
665|41|22OI2|200|ML|GEL|0|53|6||15.95
666|41|22OI2|200|ML|LOT|0|53|24||15.95
667|226|20OI3|100|ST|PFL|0|53|12||31.61
668|207|22OI2|100|ML|CRE|0|53|24||4.06
669|227|21OS0|15|ST|Fbe|0|52|80||3.41
670|227|19OS28OQ|50|ML|TIN|0|52|9||9.13
671|108|22OI7|50|ML|FLU|0|53|40||21.95
672|152|21OKG|150|ST|TAB|0|53|||93.50
673|228|22OZ1|70|G|ZPA|0|53|36||3.19
674|148|21OK0|10X10|G|PUL|0|53|57||3.29
675|47|21OI2|6X4X200|ML|LOE|0|53|65||110.88
676|10|1COI00OT|10|ML|Nas|1|40||C|4.35
677|82|10OT30OK|10|ST|FTA|0|40|152||4.39
678|229|22OI2|100|G|SEI|0|53|||1.53
679|230|21OJ0|70|G|BON|0|53|26||3.12
680|230|21OJ0|70|G|BON|0|53|26||3.12
681|1|2FOI|200|ST|TAB|0|40|133||13.20
682|37|2FOI|50|ML|LOE|0|40|23||15.24
683|37|2FOI|100|ML|LOE|0|40|23||23.98
684|99|2FOI|100|ST|TAB|0|40|23||21.99
685|231|21OKG|250|ST|TAB|0|53|||31.19
686|231|21OKG|100|ST|KAP|0|53|||16.94
687|231|21OK0|100|ST|KAP|0|53|106||16.94
688|231|21OS0|200|G|TEE|0|53|||14.19
689|232|20OH4|1|ST||0|53|164|B|13.07
690|92|22OI0|4|ML||0|53|136||16.50
691|18|19OZ10SI|10|ST|BTA|0|40|50||5.94
692|18|19OZ10SI|20|ST|BTA|0|40|50||9.35
693|133|1DOI40OZ|10X0.5|ML|EDP|0|40|137||7.43
694|133|1DOI40OZ|20X0.5|ML|EDP|0|40|137||13.70
695|90|20OI3|1|ST|PFL|0|53|12||19.78
696|90|20OI3|1|ST|PFL|0|53|12||33.53
697|233|22OIF|200|ML|SHA|0|53|109||7.70
698|89|22OI2|750|ML|LOT|0|53|24||17.23
699|234|21OIG|400|G|PUL|0|53|165||52.11
700|235|21OIG|30|ST|KAP|0|53|115||38.39
701|79|13OX0FOX|50|ML|GEL|0|53|121|B|3.29
702|33|1COJ0EOT|20|ML|TRO|0|40|92|C|21.99
703|236|21OKF|250|G||0|53|73||7.65
704|237|21OJ1|20|ST|BON|0|53|166|B|1.19
705|238|22OIE|14|ML||0|53|||8.53
706|83|22OI3|200|ML|CRE|0|53|8||18.15
707|239|21OKG|60|ST|KAP|0|53|27||27.56
708|61|21OKG|50|G||0|53|||5.45
709|61|21OKF|90|G||0|53|167||8.53
710|181|10IZ2EOZ|100|ST|TAB|0|40|168||32.95
711|240|22OZ2|20|ST||0|53|169||8.79
712|47|21OI2|6X4X200|ML|LOE|0|53|65||110.88
713|101|21OK3|60|ST|TAB|0|53|3||6.55
714|101|21OK3|60|ST|TAB|0|53|57||9.29
715|47|21OI2|6X4X200|ML|LOE|0|53|65||115.10
716|47|21OI2|24X200|ML|LOE|0|53|67||122.23
717|47|21OI2|24X200|ML|LOE|0|53|68||122.23
718|230|21OJ0|70|G|BON|0|53|26||3.12
719|23|22OH|50|ML|CRE|0|53|29||21.78
720|82|18OI0EOI|10|ST|FTA|1|40|50|B|3.49
721|82|18OI0EOI|20|ST|FTA|1|40|50|B|5.78
722|71|2FOI|100|ML|TRO|0|40|||31.34
723|241|13OK0F|30|G|PUD|0|53|90||16.39
724|121|14OH1F|50|ST|KAP|0|52|104||19.03
725|121|14OH1F|100|ST|KAP|0|52|104||31.57
726|49|21OK3|120|ST|KAP|0|53|||37.35
727|242|20OH3|100|ST|KAN|0|53|||13.05
728|33|1COSF|20|ST|UTA|0|40|132|B|9.74
729|159|2FOZ|1|ST||0|53|||0.69
730|159|2FOZ|1|ST||0|53|||0.75
731|60|2FOZ|50|ML|DIL|0|40|46||25.36
732|60|2FOZ|25|G|SAL|0|40|46||15.11
733|121|19OS28OQ|30|ST|UTA|0|52|9||6.70
734|243|15OK20|14|ST|TAB|0|40|170||10.82
735|243|15OK20|28|ST|TAB|0|40|170||17.01
736|92|2FOZ|20|G|GLO|0|40|82||11.55
737|92|2FOZ|20|G|GLO|0|40|82||11.55
738|121|21OK2|30|ST|TAB|0|53|71||5.16
739|244|21OJ0|400|G|PUL|0|53|85||3.29
740|64|22OI4|4.7|G|STI|0|53|78||2.19
741|245|20OI2|50|ST|BIN|0|53|||34.80
742|246|22OIG|15|ML|SPR|0|53|||4.35
743|1|2FOI|80|ST|TAB|0|40|171||4.73
744|1|2FOI|1000|ST|TAB|0|40|171||28.55
745|1|2FOI|80|ST|TAB|0|40|171||4.73
746|1|2FOI|1000|ST|TAB|0|40|171||28.55
747|1|2FOI|80|ST|TAB|0|40|172||4.73
748|1|2FOI|80|ST|TAB|0|40|172||4.73
749|1|2FOI|1000|ST|TAB|0|40|172||28.55
750|1|2FOI|80|ST|TAB|0|40|172||4.73
751|1|2FOI|1000|ST|TAB|0|40|172||28.55
752|1|2FOI|80|ST|TAB|0|40|173||4.73
753|1|2FOI|1000|ST|TAB|0|40|173||28.55
754|1|2FOI|80|ST|TAB|0|40|173||4.73
755|1|2FOI|1000|ST|TAB|0|40|173||28.55
756|1|2FOI|80|ST|TAB|0|40|173||4.73
757|1|2FOI|1000|ST|TAB|0|40|173||28.55
758|1|2FOI|80|ST|TAB|0|40|174||4.73
759|1|2FOI|1000|ST|TAB|0|40|174||28.55
760|1|2FOI|80|ST|TAB|0|40|174||4.73
761|1|2FOI|1000|ST|TAB|0|40|174||28.55
762|1|2FOI|80|ST|TAB|0|40|175||4.73
763|1|2FOI|1000|ST|TAB|0|40|175||28.55
764|1|2FOI|80|ST|TAB|0|40|175||4.73
765|1|2FOI|1000|ST|TAB|0|40|175||28.55
766|1|2FOI|80|ST|TAB|0|40|176||4.73
767|1|2FOI|1000|ST|TAB|0|40|176||28.55
768|1|2FOI|80|ST|TAB|0|40|176||4.73
769|1|2FOI|1000|ST|TAB|0|40|176||28.55
770|1|2FOI|1000|ST|TAB|0|40|177||28.55
771|1|2FOI|80|ST|TAB|0|40|177||4.73
772|1|2FOI|1000|ST|TAB|0|40|177||28.55
773|1|2FOI|80|ST|TAB|0|40|177||4.73
774|1|2FOI|1000|ST|TAB|0|40|177||28.55
775|1|2FOI|80|ST|TAB|0|40|178||4.73
776|1|2FOI|1000|ST|TAB|0|40|178||28.55
777|1|2FOI|80|ST|TAB|0|40|178||4.73
778|1|2FOI|1000|ST|TAB|0|40|178||28.55
779|1|2FOI|80|ST|TAB|0|40|179||4.73
780|1|2FOI|1000|ST|TAB|0|40|179||28.55
781|1|2FOI|80|ST|TAB|0|40|179||4.73
782|1|2FOI|1000|ST|TAB|0|40|179||28.55
783|1|2FOI|80|ST|TAB|0|40|180||4.73
784|1|2FOI|1000|ST|TAB|0|40|180||28.55
785|1|2FOI|80|ST|TAB|0|40|180||4.73
786|1|2FOI|1000|ST|TAB|0|40|180||28.55
787|1|2FOI|80|ST|TAB|0|40|181||4.73
788|1|2FOI|1000|ST|TAB|0|40|181||28.55
789|1|2FOI|80|ST|TAB|0|40|181||4.73
790|1|2FOI|1000|ST|TAB|0|40|181||28.55
791|1|2FOI|80|ST|TAB|0|40|181||4.73
792|1|2FOI|1000|ST|TAB|0|40|181||28.55
793|1|2FOI|80|ST|TAB|0|40|182||4.73
794|1|2FOI|1000|ST|TAB|0|40|182||28.55
795|1|2FOI|80|ST|TAB|0|40|182||4.73
796|1|2FOI|1000|ST|TAB|0|40|182||28.55
797|1|2FOI|80|ST|TAB|0|40|183||4.73
798|1|2FOI|80|ST|TAB|0|40|184||4.73
799|1|2FOI|80|ST|TAB|0|40|184||4.73
800|1|2FOI|80|ST|TAB|0|40|185||4.73
801|1|2FOI|80|ST|TAB|0|40|185||4.73
802|1|2FOI|80|ST|TAB|0|40|186||4.73
803|1|2FOI|80|ST|TAB|0|40|187||4.73
804|1|2FOI|80|ST|TAB|0|40|188||4.73
805|50|1DOI40OZ|20X0.5|ML|ATR|0|40|137||8.21
806|17|2FOI|10|ST|AMP|0|40|17||24.72
807|247|1COJ00OZ|10|ST|REK|0|40|48||6.77
808|248|22OZ0|1|ST|ZBU|0|53|169||2.72
809|47|21OI2|24X200|ML|LOE|0|53|68||122.23
810|25|20OH5|1|ST||0|53|189||0.43
811|217|22OIF|200|ML|LOE|0|53|||9.89
812|249|20OH4|2|ST|KOM|0|53|||16.49
813|95|20OIF|10|ST|Ver|0|53|||47.32
814|250|21OKG|30|ST|TAB|0|53|150||27.49
815|251|1EOH20OZ|50|ST|TTR|0|53|99||42.53
816|177|2FOI|20|ML|TRO|0|40|||27.28
817|200|1DOIF0|10|ML|ATR|0|40|39||7.43
818|61|21OH1|1000|ML|SAF|0|53|190||22.99
819|252|21OIE|500|G||0|53|41||52.79
820|61|21OH1|500|ML|SAF|0|53|190||13.09
821|10|22OI3|500|ML|GEL|0|53|||9.45
822|95|20OI3|5|ST|BEU|0|53|||96.89
823|10|21OIG|60|ST|KAP|0|53|94||54.45
824|83|22OI3|400|ML|CRE|0|53|191||25.19
825|10|21OIG|180|ST|KAP|0|53|94||153.45
826|86|21OK3|100|ST|KTA|0|53|125||19.17
827|253|20OH0|2|ST||0|53|150||10.99
828|253|20OH0|2|ST||0|53|150||10.99
829|254|18OI0EOI|50|ST|FTA|1|40|50||10.89
830|254|18OI0EOI|20|ST|FTA|1|40|50||4.90
831|97|12OS0F|10|ST|SUP|0|40|192||9.33
832|52|18OI0FOS|60|ST|FTA|0|40|27||33.61
833|52|18OI0FOS|180|ST|FTA|0|40|27||85.17
834|255|11OK10SI|2X10|ST|AMP|0|40|193||32.44
835|256|22OZ0|1|ST|ZBU|0|53|||3.47
836|257|22OI3|100|ML|SPR|0|53|126||36.19
837|257|22OI3|50|ML|OEL|0|53|126||20.79
838|19|21OKG|90|ST|KAP|0|53|||32.45
839|121|14OH1F|160|ST|KAP|0|52|104||42.24
840|17|2FOI|30|ML|TRO|0|40|17||11.90
841|37|21OJ0|75|G|BON|0|53|26||2.92
842|4|10OJ01OZ|6|ST|SUP|0|40|73||8.77
843|17|2FOI|250|ST|TAB|0|40|17||34.40
844|258|22OI3|14|ML|STI|0|53|194||7.65
845|259|14OH2FOZ|60|ST|KAP|0|40|100||24.75
846|259|14OH2FOZ|120|ST|KAP|0|40|100||43.56
847|260|21OIG|120|ST|KAP|0|53|195||54.78
848|243|22OIG|1|ST|KPG|0|53|123||21.89
849|231|21OH1|500|ML|SAF|0|53|||16.39
850|231|21OKG|250|ST|TAB|0|53|||13.09
851|231|21OKG|90|ST|KAP|0|53|||19.69
852|231|21OKG|125|ML|FLU|0|53|||26.35
853|261|22OI3|500|ML|CRE|0|53|8||24.09
854|261|22OI2|250|ML|LOT|0|53|24||15.29
855|261|22OI2|250|ML|LOT|0|53|24||15.29
856|47|21OI2|24X200|ML|LOE|0|53|||125.40
857|3|1DOIF0ZO|20X0.3|ML|EDP|0|53|39||10.95
858|219|22OI3|50|ML|SAL|0|53|90||10.29
859|219|22OI3|100|ML|SAL|0|53|90||17.16
860|262|10OI03II|60|ML||0|53|196||12.41
861|263|22OI5|125|ML|CRE|0|53|||12.10
862|264|22OJ|100|ML|SPR|0|53|145||13.86
863|265|14OI0FIH|6|ST|VSU|0|44|7||15.27
864|265|14OI0FIH|12|ST|VSU|0|44|7||26.64
865|266|10IZ00|80|ST|DRA|0|40|125||21.36
866|266|10IZ00|240|ST|DRA|0|40|125||54.68
867|267|22OI3|50|ML|CRE|0|53|54||32.12
868|238|21OK2|100|ST|TAB|0|53|151||13.40
869|64|22OI1|50|ML|XPK|0|53|40||3.95
870|101|21OKG|40|ST|KAP|0|53|3||4.35
871|75|10OK0F|100|ML|LOE|0|40|90||11.55
872|75|13OK0F|6X40|ML|LOE|0|40|90||12.21
873|75|13OK0F|10X40|ML|LOE|0|40|90||16.94
874|75|13OK0F|25X40|ML|LOE|0|40|90||29.15
875|28|21OKG|60|ST|KAP|0|53|57||20.68
876|37|2FOI|30|ML|LOE|0|40|23||12.38
877|84|2G|1X4|ST|LOE|0|44|21||41.75
878|268|22OZ1|250|ML|LOE|0|53|196||8.20
879|105|22OIE|75|ML|CRE|0|53|84||5.49
880|269|10OT12|150|ML|PUL|0|52|||8.71
881|71|2FOI|20|ML|FLU|0|40|||8.77
882|52|22OZ2|40|G|CRE|0|53|169||3.29
883|28|2FOI|120|ST|TAB|0|40|42||9.85
884|270|21OJ2|40|G||0|53|108||1.42
885|92|22OIG|1|ST||0|53|136||2.75
886|271|10OI01II|25|G|GEL|0|40|143||7.25
887|272|10II60|120|ST|KAP|0|40|106||60.28
888|43|20OHF|1|ST||0|53|34||37.83
889|24|10OS0F|100|ST|HKP|0|52|1||28.25
890|79|22OZG|2X30|ST||0|53|169||5.05
891|12|22OI3|250|ML|BAL|0|53|8||6.05
892|12|22OI3|250|ML|SAL|0|53|90||6.05
893|273|21OIG|7X25|ML|TRA|0|53|57||19.20
894|47|21OI2|6X4X200|ML|LOE|0|53|68||118.27
895|135|20OH5|100|ST|HAS|0|53|189||15.93
896|135|20OH5|100|ST|HAS|0|53|189||15.93
897|135|20OH5|100|ST||0|53|189||15.93
898|135|20OH5|100|ST||0|53|189||10.21
899|135|20OH5|100|ST||0|53|189||10.21
900|274|22OI2|250|ML|BAD|0|53|76||3.08
901|274|22OI2|250|ML|BAD|0|53|||3.08
902|83|22OI4|15|ML|BAL|0|53|78||8.69
903|275|20OH4|5|ST||0|53|64|B|12.65
904|276|22OZ1|500|ML|LOE|0|53|196||16.45
905|255|2FOI|100|ML|TRO|0|40|193||26.92
906|135|20OH5|100|ST||0|53|14||5.51
907|255|2FOI|50|ML|TRO|0|40|88||18.58
908|255|2FOI|100|ML|TRO|0|40|88||26.92
909|255|2FOI|50|ML|TRO|0|40|193|B|16.79
910|255|2FOI|100|ML|TRO|0|40|193|B|26.72
911|176|21OJ1|65|G|BON|0|53|26||2.25
912|60|22OI3|100|ML|OEL|0|53|25||12.04
913|60|22OI3|200|ML|OEL|0|53|197||18.64
914|60|22OI3|50|ML|OEL|0|53|198||8.20
915|60|22OI2|100|G|SEI|0|53|24||5.45
916|191|20OH7|1|ST||0|53|199||14.29
917|32|1COSF|50|G|SAL|0|52|157|B|12.08
918|32|1COSF|100|G|SAL|0|52|66|B|18.69
919|277|2FOI|20|G|GLO|0|40|23||8.68
920|277|2FOI|20|G|GLO|0|40|||8.68
921|277|2FOI|20|G|GLO|0|40|23||8.68
922|277|2FOI|20|G|GLO|0|40|200||8.68
923|277|2FOI|20|G|GLO|0|40|23||8.68
924|277|2FOI|20|G|GLO|0|40|23||8.68
925|277|2FOI|20|G|GLO|0|40|23||8.68
926|277|2FOI|20|G|GLO|0|40|23||8.68
927|277|2FOI|20|G|GLO|0|40|23||8.68
928|277|2FOI|20|G|GLO|0|40|2||8.68
929|41|22OIF|200|ML|SHA|0|53|||15.40
930|168|1COS20|30|ST|PAS|0|40|18|B|7.59
931|168|1COS20|50|ST|PAS|0|40|18|B|11.22
932|24|1COJ0EOT|7|ST|LUT|0|40|92|C|2.76
933|227|11OK00OK|250|ML|LSE|0|52|190||10.99
934|227|11OK00OK|500|ML|LSE|0|52|53||18.69
935|277|2FOI|20|G|GLO|0|40|23||8.68
936|6|22OIE|100|ML||0|53|15||8.36
937|38|1EOH2F|25|ST|TTR|0|53|99||79.15
938|278|21OKG|30|ST|KAP|0|53|||32.89
939|172|21OK3|14|ST|GRA|0|53|57||7.02
940|172|21OK3|14|ST|GRA|0|53|57||7.29
941|58|18OI0EOI|10|ST|FTA|1|40|50||4.04
942|279|10OJ01OZ|100|ST|Tmr|0|40|73||10.27
943|70|23|500|G|PUL|0|53|||21.84
944|83|22OI3|200|ML|CRE|0|53|8||18.15
945|83|22OI2|400|ML|GEL|0|53|24||20.79
946|279|1COJ0EOT|20|ST|FTA|0|40|92||7.02
947|279|18OI0EOI|12|ST|FTA|1|40|||5.72
948|280|20OHK|50|ST|LAN|0|53|||5.93
949|280|20OHK|200|ST|LAN|0|53|201||22.00
950|90|20OZ1|5|ST||0|53|||6.68
951|90|20OZ1|100|ST||0|53|79||50.22
952|90|20OZ1|50|ST||0|53|79||51.40
953|90|22OK0|56|ST||0|53|117||11.38
954|90|22OK0|56|ST||0|53|117||16.95
955|155|10II50OS|50|ST|TAB|0|40|75||19.86
956|155|10II50OS|100|ST|TAB|0|40|75||35.49
957|281|22OI3|125|ML|GEL|0|53|25||7.69
958|282|21OKG|60|ST|TAB|0|53|27||54.99
959|52|1COJ01OK|20|ST|DRA|0|40|92|A|7.15
960|52|1COJ01OK|100|ST|DRA|0|40|92|A|26.39
961|125|21OKG|60|ST|KAP|0|53|152||8.23
962|110|11OK0EOI|20|ST|WKA|0|40|53||7.98
963|110|11OK0EOI|50|ST|WKA|0|40|53||16.24
964|110|11OK0EOI|100|ST|WKA|0|40|53||27.47
965|117|11OK00OI|50|ST|DRA|0|40|53||8.73
966|117|11OK00OI|30|ML|TRO|0|40|53||4.66
967|244|21OKG|90|ST|KAP|0|53|9||20.74
968|244|21OKG|270|ST|KAP|0|53|9||50.22
969|283|2FOI|75|ST|TAB|0|40|27||23.36
970|125|21OKG|4X60|ST|KAP|0|53|152||23.46
971|227|11OK00OK|700|ML|LSE|0|52|53||25.29
972|90|20OI0|1|ST|KOM|0|53|158||15.50
973|90|20OI0|1|ST|KOM|0|53|158||21.68
974|125|21OK2|60|ST|TAB|0|53|71||9.14
975|284|22OI3|80|ST|TUE|0|53|202||3.64
976|110|11OK10SI|100|ST|TAB|0|40|91||28.16
977|62|22OI2|50|ML||0|53|54||27.17
978|125|21OK2|4X60|ST|TAB|0|53|71||29.80
979|19|22OI3|10|ML|FLU|0|53|194|A|5.45
980|263|22OI5|50|ML|CRE|0|53|203||6.99
981|263|22OI5|100|ML|CRE|0|53|||11.44
982|285|21OKG|240|ST|TAB|0|53|||22.99
983|285|21OKG|500|ST|TAB|0|53|3||40.59
984|165|23|50|ML|FLU|0|53|||8.75
